time,temperature_2m_max,temperature_2m_min,precipitation_sum
2018-05-01,30.8,26.6,2.5
2018-05-02,31.0,26.2,2.9
2018-05-03,31.2,25.4,9.3
2018-05-04,30.4,25.1,8.4
2018-05-05,30.3,25.3,16.4
2018-05-06,29.6,25.7,6.5
2018-05-07,30.3,25.8,5.1
2018-05-08,29.9,25.2,20.3
2018-05-09,30.0,24.7,29.3
2018-05-10,30.2,25.3,13.1
2018-05-11,30.4,25.7,10.6
2018-05-12,29.1,24.7,10.6
2018-05-13,29.9,24.9,7.0
2018-05-14,29.9,24.8,2.2
2018-05-15,30.4,25.3,5.2
2018-05-16,29.2,24.7,2.4
2018-05-17,29.9,25.1,14.3
2018-05-18,29.1,24.5,15.9
2018-05-19,29.7,25.3,4.2
2018-05-20,30.0,25.1,13.9
2018-05-21,29.3,25.1,10.7
2018-05-22,29.8,25.5,21.0
2018-05-23,28.4,25.0,25.3
2018-05-24,30.8,24.4,18.7
2018-05-25,28.4,24.4,56.4
2018-05-26,29.5,24.5,20.6
2018-05-27,28.4,24.8,49.2
2018-05-28,29.1,24.7,34.7
2018-05-29,29.2,26.2,20.1
2018-05-30,28.2,25.2,13.2
2018-05-31,29.6,25.2,4.7
2018-06-01,28.3,25.3,10.3
2018-06-02,28.2,25.4,27.2
2018-06-03,27.4,24.5,23.7
2018-06-04,28.2,24.8,27.0
2018-06-05,28.3,24.2,14.0
2018-06-06,28.0,25.2,18.3
2018-06-07,27.9,25.5,23.7
2018-06-08,29.5,25.7,15.5
2018-06-09,28.1,25.8,25.3
2018-06-10,27.9,25.8,17.2
2018-06-11,27.4,25.6,21.5
2018-06-12,27.4,25.5,15.3
2018-06-13,27.2,25.2,29.4
2018-06-14,26.9,25.1,35.3
2018-06-15,27.1,25.0,23.2
2018-06-16,27.2,25.0,13.5
2018-06-17,28.0,25.2,11.2
2018-06-18,27.4,24.3,11.0
2018-06-19,27.6,23.9,24.9
2018-06-20,27.1,24.6,20.2
2018-06-21,26.9,24.9,23.5
2018-06-22,27.3,24.9,19.6
2018-06-23,26.6,24.5,23.6
2018-06-24,27.5,24.6,9.9
2018-06-25,26.7,24.6,26.4
2018-06-26,27.5,24.6,7.4
2018-06-27,27.0,24.9,17.2
2018-06-28,27.0,24.3,17.6
2018-06-29,26.5,24.2,14.5
2018-06-30,26.6,24.2,18.0
2018-07-01,27.8,24.4,9.4
2018-07-02,27.5,24.4,15.7
2018-07-03,27.8,23.9,2.5
2018-07-04,28.2,24.9,4.7
2018-07-05,27.9,24.7,3.0
2018-07-06,28.6,24.9,4.9
2018-07-07,28.3,25.2,11.8
2018-07-08,26.4,24.7,15.4
2018-07-09,26.2,24.8,22.2
2018-07-10,26.6,24.5,32.2
2018-07-11,26.5,24.5,24.8
2018-07-12,27.9,24.0,12.8
2018-07-13,26.7,24.9,14.9
2018-07-14,27.6,25.0,24.8
2018-07-15,26.2,24.7,49.1
2018-07-16,27.0,24.6,34.2
2018-07-17,27.4,24.4,19.3
2018-07-18,26.3,23.9,23.0
2018-07-19,25.7,24.1,31.9
2018-07-20,25.9,24.3,21.3
2018-07-21,27.4,24.6,7.8
2018-07-22,27.5,25.0,6.8
2018-07-23,27.7,24.7,15.3
2018-07-24,27.4,24.5,16.2
2018-07-25,27.0,24.9,12.2
2018-07-26,27.3,24.3,15.3
2018-07-27,27.5,24.4,7.3
2018-07-28,28.0,24.5,8.8
2018-07-29,27.4,24.1,8.3
2018-07-30,27.0,24.3,17.0
2018-07-31,26.4,23.4,17.6
2018-08-01,26.8,23.5,4.5
2018-08-02,27.4,24.2,6.6
2018-08-03,26.8,24.5,6.3
2018-08-04,27.0,24.8,3.9
2018-08-05,28.1,25.0,3.9
2018-08-06,27.7,24.4,5.2
2018-08-07,26.3,24.4,17.4
2018-08-08,25.5,24.0,32.5
2018-08-09,27.2,23.6,17.1
2018-08-10,26.6,24.0,13.4
2018-08-11,25.9,24.3,11.6
2018-08-12,26.2,23.3,21.5
2018-08-13,27.4,22.8,22.4
2018-08-14,26.0,23.3,46.0
2018-08-15,24.8,23.9,104.9
2018-08-16,26.1,24.0,59.2
2018-08-17,25.8,23.7,26.5
2018-08-18,26.3,24.1,19.5
2018-08-19,26.4,24.1,14.0
2018-08-20,26.4,24.1,6.5
2018-08-21,26.8,23.9,4.4
2018-08-22,27.7,24.1,2.2
2018-08-23,27.3,24.2,1.6
2018-08-24,27.2,24.7,0.8
2018-08-25,27.3,24.4,0.8
2018-08-26,26.9,24.8,3.6
2018-08-27,26.5,24.4,5.9
2018-08-28,26.4,23.7,6.0
2018-08-29,26.4,23.9,3.1
2018-08-30,26.8,24.2,2.2
2018-08-31,26.8,24.1,3.6
2018-09-01,27.3,24.3,1.5
2018-09-02,27.2,23.9,2.2
2018-09-03,27.4,24.0,2.4
2018-09-04,27.2,24.2,1.1
2018-09-05,27.4,24.1,3.4
2018-09-06,27.7,23.9,5.2
2018-09-07,28.0,24.5,2.0
2018-09-08,27.9,24.1,1.9
2018-09-09,28.1,24.0,0.1
2018-09-10,28.1,24.1,0.4
2018-09-11,27.9,24.5,0.0
2018-09-12,28.3,24.9,0.2
2018-09-13,28.1,24.8,1.5
2018-09-14,28.4,24.6,0.0
2018-09-15,28.5,24.4,0.0
2018-09-16,28.2,24.5,1.3
2018-09-17,27.4,24.7,7.4
2018-09-18,27.7,24.6,5.3
2018-09-19,27.1,24.6,4.0
2018-09-20,27.5,24.1,8.0
2018-09-21,28.4,23.9,1.5
2018-09-22,29.0,23.8,1.4
2018-09-23,28.8,24.7,1.6
2018-09-24,28.7,23.7,6.8
2018-09-25,29.0,24.0,0.1
2018-09-26,29.3,24.9,5.1
2018-09-27,29.2,24.4,2.5
2018-09-28,28.9,24.5,9.6
2018-09-29,28.4,24.3,5.9
2018-09-30,28.5,24.4,3.8
2018-10-01,27.8,24.3,12.2
2018-10-02,28.6,24.6,5.6
2018-10-03,28.6,24.7,11.8
2018-10-04,28.3,24.2,5.4
2018-10-05,28.0,24.3,5.1
2018-10-06,27.7,24.8,18.1
2018-10-07,28.3,24.4,3.6
2018-10-08,28.4,24.2,13.8
2018-10-09,28.2,24.4,9.6
2018-10-10,28.0,24.0,8.7
2018-10-11,28.9,24.2,4.6
2018-10-12,29.4,24.9,3.5
2018-10-13,28.4,24.3,7.5
2018-10-14,28.0,24.0,5.3
2018-10-15,27.9,24.2,6.2
2018-10-16,27.4,24.0,39.8
2018-10-17,28.1,23.3,6.7
2018-10-18,29.3,24.3,3.8
2018-10-19,28.1,23.7,3.5
2018-10-20,27.6,23.3,24.1
2018-10-21,28.5,24.2,6.5
2018-10-22,28.0,23.7,22.9
2018-10-23,28.6,23.7,0.7
2018-10-24,28.8,23.9,1.7
2018-10-25,29.0,24.0,0.8
2018-10-26,29.4,24.6,1.4
2018-10-27,29.2,24.9,0.0
2018-10-28,29.6,24.5,0.8
2018-10-29,28.9,24.4,0.3
2018-10-30,29.4,24.4,0.0
2018-10-31,29.4,24.9,2.4
2018-11-01,28.7,24.1,3.5
2018-11-02,28.9,24.4,11.4
2018-11-03,27.7,24.6,15.2
2018-11-04,29.6,24.3,0.0
2018-11-05,29.6,25.1,4.0
2018-11-06,29.3,24.4,3.3
2018-11-07,28.7,24.1,0.3
2018-11-08,28.5,24.4,0.3
2018-11-09,28.2,23.9,7.7
2018-11-10,28.6,24.0,1.8
2018-11-11,28.5,23.9,1.0
2018-11-12,28.4,23.8,2.3
2018-11-13,28.1,24.7,2.3
2018-11-14,29.3,24.7,0.3
2018-11-15,29.2,24.6,0.1
2018-11-16,27.6,24.6,79.5
2018-11-17,29.8,24.0,1.5
2018-11-18,29.5,24.4,2.6
2018-11-19,28.6,24.1,28.4
2018-11-20,28.1,24.1,1.9
2018-11-21,28.6,24.9,1.2
2018-11-22,29.0,24.9,2.4
2018-11-23,28.0,25.0,11.9
2018-11-24,28.4,24.4,11.1
2018-11-25,28.7,24.1,0.6
2018-11-26,29.1,24.4,0.3
2018-11-27,29.4,24.0,0.0
2018-11-28,30.1,23.2,0.0
2018-11-29,29.1,24.5,8.7
2018-11-30,28.7,24.1,5.1
2018-12-01,30.6,24.5,4.8
2018-12-02,28.6,24.3,0.1
2018-12-03,29.2,24.0,0.1
2018-12-04,29.3,24.2,3.3
2018-12-05,28.9,24.4,1.0
2018-12-06,28.8,24.8,3.7
2018-12-07,28.8,25.1,3.2
2018-12-08,29.8,24.7,0.0
2018-12-09,29.3,24.2,0.3
2018-12-10,28.8,23.8,1.1
2018-12-11,29.2,23.9,0.0
2018-12-12,29.3,23.8,0.4
2018-12-13,29.1,24.3,0.6
2018-12-14,28.4,24.3,3.0
2018-12-15,28.8,24.1,0.1
2018-12-16,28.4,23.4,1.5
2018-12-17,28.6,23.8,0.8
2018-12-18,28.7,23.2,0.0
2018-12-19,28.9,23.9,1.3
2018-12-20,28.6,23.7,0.3
2018-12-21,29.7,24.6,0.0
2018-12-22,28.8,24.2,0.2
2018-12-23,29.2,24.4,3.0
2018-12-24,29.4,24.0,3.0
2018-12-25,29.6,24.4,0.9
2018-12-26,29.4,24.9,0.6
2018-12-27,29.0,24.3,3.2
2018-12-28,28.3,23.6,5.2
2018-12-29,28.1,23.6,5.4
2018-12-30,28.5,24.6,0.5
2018-12-31,29.3,23.5,0.0
2019-01-01,30.0,22.7,0.0
2019-01-02,29.3,21.2,0.0
2019-01-03,30.9,20.8,0.0
2019-01-04,29.3,21.2,0.0
2019-01-05,29.0,20.8,0.0
2019-01-06,28.1,21.1,0.0
2019-01-07,28.4,21.0,0.0
2019-01-08,30.9,21.8,0.0
2019-01-09,30.1,22.1,0.0
2019-01-10,30.3,21.2,0.0
2019-01-11,29.5,22.4,0.0
2019-01-12,30.7,22.1,0.0
2019-01-13,30.1,22.9,0.0
2019-01-14,30.0,21.6,0.0
2019-01-15,30.0,22.9,0.0
2019-01-16,31.3,22.9,0.0
2019-01-17,32.6,22.4,0.0
2019-01-18,29.3,21.8,0.0
2019-01-19,29.0,22.3,0.0
2019-01-20,29.4,21.7,0.0
2019-01-21,29.5,20.5,0.0
2019-01-22,29.6,21.2,0.0
2019-01-23,29.4,21.7,0.0
2019-01-24,29.2,23.5,0.5
2019-01-25,28.7,23.9,2.0
2019-01-26,28.9,23.8,0.1
2019-01-27,29.6,24.0,1.2
2019-01-28,29.3,23.6,0.9
2019-01-29,30.2,24.3,0.1
2019-01-30,30.3,24.1,0.2
2019-01-31,31.2,23.8,0.6
2019-02-01,30.0,23.1,1.4
2019-02-02,31.0,23.1,0.0
2019-02-03,30.4,23.6,0.8
2019-02-04,31.1,23.6,0.0
2019-02-05,31.5,24.5,0.0
2019-02-06,30.6,24.7,2.9
2019-02-07,29.6,24.4,3.1
2019-02-08,29.5,24.8,0.9
2019-02-09,29.9,24.9,1.4
2019-02-10,28.8,23.8,12.6
2019-02-11,30.8,24.5,0.3
2019-02-12,31.0,24.5,0.0
2019-02-13,30.1,24.5,0.3
2019-02-14,29.8,24.1,0.0
2019-02-15,30.6,24.8,0.6
2019-02-16,30.6,25.0,1.0
2019-02-17,30.2,24.7,1.7
2019-02-18,30.6,25.3,0.0
2019-02-19,30.1,24.6,0.3
2019-02-20,31.5,25.4,1.6
2019-02-21,32.4,25.1,0.3
2019-02-22,32.3,23.7,0.0
2019-02-23,31.8,23.4,0.0
2019-02-24,32.8,24.0,0.0
2019-02-25,31.1,24.5,0.0
2019-02-26,31.1,25.0,0.1
2019-02-27,30.9,25.7,0.6
2019-02-28,31.3,26.2,1.2
2019-03-01,31.1,24.7,0.0
2019-03-02,30.2,25.5,2.7
2019-03-03,30.1,24.5,16.6
2019-03-04,30.8,25.1,0.0
2019-03-05,31.0,25.7,0.0
2019-03-06,31.2,26.3,0.2
2019-03-07,30.8,25.5,0.0
2019-03-08,30.7,26.7,0.3
2019-03-09,31.1,25.4,5.3
2019-03-10,31.0,24.5,6.8
2019-03-11,30.5,25.1,0.4
2019-03-12,30.4,25.2,0.3
2019-03-13,31.2,24.6,0.0
2019-03-14,31.2,25.0,0.0
2019-03-15,31.6,25.1,0.0
2019-03-16,31.9,25.1,0.0
2019-03-17,31.9,25.2,0.0
2019-03-18,31.4,26.1,0.5
2019-03-19,31.6,26.1,0.7
2019-03-20,30.5,25.8,3.1
2019-03-21,31.3,24.5,0.2
2019-03-22,31.5,25.8,0.7
2019-03-23,31.3,26.2,0.9
2019-03-24,32.0,26.4,0.2
2019-03-25,32.3,26.1,0.7
2019-03-26,32.1,25.6,0.4
2019-03-27,31.3,26.2,3.3
2019-03-28,32.1,26.0,1.3
2019-03-29,31.9,25.7,0.7
2019-03-30,31.7,25.7,3.9
2019-03-31,31.1,24.6,0.8
2019-04-01,31.4,26.0,0.4
2019-04-02,31.8,26.2,0.1
2019-04-03,32.0,26.8,2.6
2019-04-04,31.7,26.3,0.8
2019-04-05,31.4,25.8,0.2
2019-04-06,31.0,26.0,2.0
2019-04-07,32.0,26.6,1.4
2019-04-08,32.1,26.1,3.4
2019-04-09,31.8,25.4,3.0
2019-04-10,31.8,25.0,1.5
2019-04-11,32.0,26.4,1.0
2019-04-12,32.5,26.3,0.1
2019-04-13,32.8,26.5,1.7
2019-04-14,32.4,26.3,1.3
2019-04-15,31.6,26.3,0.4
2019-04-16,32.1,25.8,1.8
2019-04-17,30.6,25.7,5.3
2019-04-18,31.6,24.9,17.3
2019-04-19,30.8,24.8,4.2
2019-04-20,30.9,25.0,21.3
2019-04-21,30.5,24.6,12.1
2019-04-22,31.3,26.3,0.4
2019-04-23,30.9,25.7,1.4
2019-04-24,31.2,27.1,0.1
2019-04-25,31.0,26.2,2.3
2019-04-26,31.2,26.9,1.3
2019-04-27,31.5,27.2,1.4
2019-04-28,30.8,27.6,4.2
2019-04-29,30.1,26.9,8.7
2019-04-30,29.9,24.9,11.4
2019-05-01,30.1,24.5,6.4
2019-05-02,30.9,26.2,3.5
2019-05-03,31.3,27.8,0.4
2019-05-04,31.0,26.2,0.1
2019-05-05,31.3,26.6,0.3
2019-05-06,31.7,26.8,0.8
2019-05-07,31.0,26.5,2.9
2019-05-08,30.3,26.9,0.9
2019-05-09,30.4,25.3,2.4
2019-05-10,31.3,26.5,0.0
2019-05-11,31.3,27.0,2.5
2019-05-12,30.6,26.5,9.7
2019-05-13,30.8,25.9,2.1
2019-05-14,30.6,27.3,0.7
2019-05-15,29.9,27.3,5.3
2019-05-16,30.6,26.2,2.2
2019-05-17,30.6,26.8,4.3
2019-05-18,30.7,26.5,0.9
2019-05-19,30.5,26.3,2.1
2019-05-20,30.4,26.6,0.7
2019-05-21,30.7,26.8,3.1
2019-05-22,31.1,26.7,1.8
2019-05-23,30.4,25.0,14.5
2019-05-24,29.5,25.1,25.4
2019-05-25,29.9,24.8,7.8
2019-05-26,30.3,25.9,7.9
2019-05-27,30.4,25.5,4.0
2019-05-28,31.3,26.0,3.4
2019-05-29,30.3,26.2,15.6
2019-05-30,30.7,25.7,5.3
2019-05-31,29.9,24.9,31.3
2019-06-01,30.1,25.4,1.8
2019-06-02,29.9,26.3,13.9
2019-06-03,28.8,26.1,9.0
2019-06-04,29.3,25.2,16.8
2019-06-05,30.3,24.4,30.0
2019-06-06,28.7,25.2,11.0
2019-06-07,29.4,26.0,8.9
2019-06-08,30.0,25.3,7.8
2019-06-09,28.6,25.2,38.3
2019-06-10,27.8,24.4,19.0
2019-06-11,28.5,26.2,14.4
2019-06-12,28.8,25.6,31.8
2019-06-13,29.0,25.2,21.1
2019-06-14,27.9,24.9,10.7
2019-06-15,28.7,25.8,10.3
2019-06-16,29.4,25.9,5.0
2019-06-17,29.0,26.0,7.5
2019-06-18,28.4,25.8,6.3
2019-06-19,28.3,25.5,17.2
2019-06-20,27.5,25.3,21.9
2019-06-21,27.5,25.4,27.6
2019-06-22,27.0,25.4,31.8
2019-06-23,28.0,25.6,18.3
2019-06-24,27.8,25.6,10.2
2019-06-25,27.9,25.6,10.4
2019-06-26,27.9,25.4,6.5
2019-06-27,29.5,25.4,3.9
2019-06-28,29.8,26.8,1.8
2019-06-29,29.6,26.2,4.4
2019-06-30,29.3,25.6,7.8
2019-07-01,29.0,25.4,5.6
2019-07-02,27.0,25.6,18.3
2019-07-03,27.8,25.6,8.0
2019-07-04,27.5,25.5,11.2
2019-07-05,27.7,25.1,10.5
2019-07-06,29.1,25.2,6.0
2019-07-07,29.0,25.9,5.1
2019-07-08,28.3,25.6,8.7
2019-07-09,27.4,24.6,11.8
2019-07-10,27.2,23.9,11.4
2019-07-11,29.1,24.5,4.4
2019-07-12,28.3,25.1,4.9
2019-07-13,28.7,24.9,5.7
2019-07-14,27.1,24.5,18.2
2019-07-15,27.1,24.8,25.3
2019-07-16,27.5,24.6,19.1
2019-07-17,27.1,24.8,27.6
2019-07-18,26.3,24.9,40.5
2019-07-19,25.7,24.8,100.4
2019-07-20,26.1,24.6,49.8
2019-07-21,26.3,24.2,49.2
2019-07-22,25.9,23.8,39.3
2019-07-23,25.6,23.3,27.8
2019-07-24,27.2,23.8,8.0
2019-07-25,27.0,24.5,8.6
2019-07-26,27.1,24.7,7.3
2019-07-27,27.6,24.2,1.3
2019-07-28,28.3,23.9,1.7
2019-07-29,27.6,24.7,2.0
2019-07-30,27.8,24.4,1.4
2019-07-31,28.1,24.8,3.5
2019-08-01,27.9,25.0,2.5
2019-08-02,27.6,25.1,5.0
2019-08-03,27.1,24.9,3.8
2019-08-04,27.4,25.2,10.4
2019-08-05,27.2,24.9,15.2
2019-08-06,27.8,25.3,21.2
2019-08-07,27.2,24.8,36.9
2019-08-08,26.0,24.8,34.5
2019-08-09,26.2,24.6,44.3
2019-08-10,25.4,24.2,40.6
2019-08-11,27.4,23.8,9.5
2019-08-12,26.7,23.8,22.6
2019-08-13,25.6,24.4,43.0
2019-08-14,25.8,24.5,48.9
2019-08-15,27.4,24.5,5.7
2019-08-16,27.4,24.4,18.0
2019-08-17,27.6,24.8,10.2
2019-08-18,27.4,24.3,7.9
2019-08-19,27.8,24.7,10.4
2019-08-20,27.1,24.0,10.7
2019-08-21,26.1,24.0,24.7
2019-08-22,25.9,23.4,34.1
2019-08-23,25.6,23.0,29.7
2019-08-24,25.6,23.1,18.4
2019-08-25,25.1,23.8,30.2
2019-08-26,25.6,23.7,43.3
2019-08-27,27.6,24.0,16.4
2019-08-28,27.4,24.5,17.1
2019-08-29,26.7,24.6,17.1
2019-08-30,26.9,24.4,7.5
2019-08-31,27.0,24.9,8.5
2019-09-01,26.4,24.7,12.9
2019-09-02,26.4,24.6,19.5
2019-09-03,27.2,24.3,13.6
2019-09-04,27.0,24.8,13.5
2019-09-05,27.1,24.8,18.3
2019-09-06,27.9,24.9,9.9
2019-09-07,27.8,24.8,9.3
2019-09-08,28.5,24.8,9.4
2019-09-09,28.7,24.8,7.7
2019-09-10,27.9,24.5,5.9
2019-09-11,27.4,24.8,14.4
2019-09-12,27.4,24.3,15.3
2019-09-13,27.7,24.4,16.4
2019-09-14,27.6,25.2,10.9
2019-09-15,27.6,24.9,9.5
2019-09-16,27.2,24.4,15.6
2019-09-17,27.5,24.8,13.3
2019-09-18,27.1,24.6,14.6
2019-09-19,27.1,24.6,14.6
2019-09-20,27.8,25.0,5.8
2019-09-21,28.9,24.6,2.3
2019-09-22,28.7,25.1,5.3
2019-09-23,28.0,25.0,16.5
2019-09-24,27.2,24.8,11.7
2019-09-25,26.2,24.6,32.1
2019-09-26,26.9,23.8,23.4
2019-09-27,29.3,23.9,0.0
2019-09-28,29.4,23.9,5.5
2019-09-29,29.2,23.9,15.6
2019-09-30,27.8,23.3,16.3
2019-10-01,28.5,23.9,1.3
2019-10-02,29.3,24.5,23.2
2019-10-03,28.6,23.4,26.1
2019-10-04,28.6,23.3,24.8
2019-10-05,29.2,24.5,7.1
2019-10-06,28.5,23.8,4.8
2019-10-07,28.0,24.0,4.6
2019-10-08,28.6,24.1,3.0
2019-10-09,28.6,24.7,2.1
2019-10-10,28.8,24.7,3.5
2019-10-11,28.9,24.7,7.6
2019-10-12,28.7,24.0,13.2
2019-10-13,28.9,24.2,12.7
2019-10-14,29.1,23.6,9.4
2019-10-15,28.9,24.4,3.1
2019-10-16,28.6,24.5,40.4
2019-10-17,28.7,24.2,14.9
2019-10-18,28.9,24.2,17.9
2019-10-19,29.0,23.9,4.4
2019-10-20,27.6,24.1,17.8
2019-10-21,26.4,23.8,119.4
2019-10-22,26.9,23.8,19.3
2019-10-23,28.2,23.9,20.1
2019-10-24,28.3,24.2,40.0
2019-10-25,28.5,23.5,8.5
2019-10-26,26.6,24.2,14.1
2019-10-27,28.9,23.9,2.0
2019-10-28,30.2,25.2,1.8
2019-10-29,29.0,24.6,0.0
2019-10-30,27.5,24.5,23.4
2019-10-31,26.2,23.1,79.5
2019-11-01,29.3,23.2,0.0
2019-11-02,29.1,23.4,0.2
2019-11-03,28.6,24.0,11.9
2019-11-04,28.8,23.9,9.1
2019-11-05,29.4,24.3,2.5
2019-11-06,28.5,24.5,2.4
2019-11-07,29.1,24.8,6.2
2019-11-08,28.6,25.0,6.8
2019-11-09,29.1,24.6,3.1
2019-11-10,28.8,24.2,15.5
2019-11-11,28.6,24.3,5.2
2019-11-12,28.9,24.0,0.6
2019-11-13,29.1,25.0,0.1
2019-11-14,29.4,24.7,0.0
2019-11-15,29.5,25.2,0.5
2019-11-16,28.5,25.0,5.8
2019-11-17,29.0,24.4,7.0
2019-11-18,29.3,24.8,2.7
2019-11-19,28.6,25.2,13.0
2019-11-20,29.2,24.8,17.1
2019-11-21,29.1,24.2,1.4
2019-11-22,29.2,24.6,1.5
2019-11-23,29.4,25.5,0.2
2019-11-24,30.0,25.1,1.3
2019-11-25,29.5,25.3,0.4
2019-11-26,29.5,25.6,0.1
2019-11-27,29.8,25.2,0.0
2019-11-28,30.6,25.6,0.1
2019-11-29,30.9,25.9,1.3
2019-11-30,29.2,25.2,16.9
2019-12-01,27.0,24.9,21.7
2019-12-02,29.3,24.5,2.2
2019-12-03,29.2,24.5,0.5
2019-12-04,30.2,24.5,0.0
2019-12-05,30.1,25.2,0.5
2019-12-06,30.1,24.4,0.0
2019-12-07,29.2,23.7,0.0
2019-12-08,30.3,24.6,0.1
2019-12-09,30.2,24.4,0.0
2019-12-10,29.9,24.7,0.0
2019-12-11,30.2,24.4,0.0
2019-12-12,29.1,24.6,1.8
2019-12-13,29.3,24.2,1.0
2019-12-14,28.5,24.7,2.0
2019-12-15,29.4,24.3,0.0
2019-12-16,29.4,24.1,0.0
2019-12-17,30.0,23.5,0.2
2019-12-18,29.8,24.0,0.0
2019-12-19,30.5,24.3,0.0
2019-12-20,29.2,24.7,0.7
2019-12-21,30.0,24.2,0.9
2019-12-22,31.8,24.0,0.0
2019-12-23,29.4,25.1,0.0
2019-12-24,29.2,24.7,0.2
2019-12-25,30.5,25.1,1.3
2019-12-26,29.9,25.3,0.8
2019-12-27,29.8,24.9,1.2
2019-12-28,29.9,25.2,0.7
2019-12-29,30.3,25.2,0.2
